yourlist:M201909045C475328CEF75220C360D524E9D456CE3FF4D7X	Entry	Entry name	Protein names	Gene names	Organism	Taxonomic lineage (ORDER)
WP_013059748.1	A0A2A8TBX8	A0A2A8TBX8_BACME	Protein translocase subunit SecA	secA C1N54_25130 C2I28_07060 CJ194_22890 CN367_05895 CN383_19515 CN918_09040 CN978_16445 CN981_22775 COA18_01340 COC62_05095 COD13_21390 COI84_04660 COJ21_11825 COJ92_26160	Bacillus megaterium	Bacillales
WP_013059748.1	A0A369BKU5	A0A369BKU5_9BACI	Protein translocase subunit SecA	secA DEU47_105184	Bacillus sp. AG236	Bacillales
WP_013059748.1	D5DVK3	D5DVK3_BACMQ	Protein translocase subunit SecA	secA BMQ_5097	Bacillus megaterium (strain ATCC 12872 / QMB1551)	Bacillales
WP_016765888.1	A0A386QGU3	A0A386QGU3_BACME	Protein translocase subunit SecA	secA OEA_02365	Bacillus megaterium NCT-2	Bacillales
WP_010899734.1	Q9K6W8	SECA_BACHD	Protein translocase subunit SecA	secA BH3606	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	Bacillales
WP_074896299.1	A0A1Q8UJZ5	A0A1Q8UJZ5_BACME	Protein translocase subunit SecA	secA BTA37_19405 SAMN04487776_105198	Bacillus megaterium	Bacillales
WP_013085420.1	D5DNF6	D5DNF6_BACMD	Protein translocase subunit SecA	secA BMD_5084	Bacillus megaterium (strain DSM 319)	Bacillales
WP_000579390.1	A0A3S9THD1	A0A3S9THD1_BACTU	Protein translocase subunit SecA	secA BtSCAC15_28480	Bacillus thuringiensis	Bacillales
WP_000579390.1	J8L7F9	J8L7F9_BACCE	Protein translocase subunit SecA	secA IK9_04284	Bacillus cereus VD166	Bacillales
WP_004845541.1	A0A414U4Q8	A0A414U4Q8_9FIRM	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	DW259_04120 EAI93_00815	[Ruminococcus] torques	Clostridiales
WP_004845541.1	A5KJF9	A5KJF9_9FIRM	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	nrdD RUMTOR_00357	[Ruminococcus] torques ATCC 27756	Clostridiales
WP_004845541.1	E5XDC5	E5XDC5_9FIRM	Anaerobic ribonucleoside-triphosphate reductase	HMPREF1026_00128	Lachnospiraceae bacterium 8_1_57FAA	Clostridiales
WP_004845541.1	F3ARI1	F3ARI1_9FIRM	Anaerobic ribonucleoside-triphosphate reductase	HMPREF1025_00335	Lachnospiraceae bacterium 3_1_46FAA	Clostridiales
WP_022003095.1	A0A173ZYQ3	A0A173ZYQ3_9FIRM	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	nrdD ERS852456_00876	[Ruminococcus] torques	Clostridiales
WP_055148777.1	A0A174Z4R9	A0A174Z4R9_9FIRM	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	nrdD nrdD_2 ERS852502_00486 ERS852577_01941	[Ruminococcus] torques	Clostridiales
WP_002852343.1	E9SG41	E9SG41_RUMAL	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	nrdD CUS_7762	Ruminococcus albus 8	Clostridiales
WP_013498514.1	E6UAC8	E6UAC8_RUMA7	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	Rumal_1852	Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7)	Clostridiales
WP_037289976.1	A0A011UBF9	A0A011UBF9_RUMAL	Ribonucleoside-triphosphate reductase	RASY3_16610	Ruminococcus albus SY3	Clostridiales
WP_074828062.1	A0A1H7FAA7	A0A1H7FAA7_RUMAL	Ribonucleoside-triphosphate reductase class III catalytic subunit	SAMN05216469_101101	Ruminococcus albus	Clostridiales
WP_074959832.1	A0A1I1DT39	A0A1I1DT39_RUMAL	Ribonucleoside-triphosphate reductase class III catalytic subunit	SAMN02910406_00431	Ruminococcus albus	Clostridiales
WP_003078761.1	G5JUR8	G5JUR8_9STRE	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	STRMA_1058	Streptococcus macacae NCTC 11558	Lactobacillales
WP_029751858.1	A0A0Z8P366	A0A0Z8P366_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdB ERS132417_00125 ERS132442_00343	Streptococcus suis	Lactobacillales
WP_076995420.1	A0A1V2SR80	A0A1V2SR80_9STRE	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	BVE84_02045	Streptococcus azizii	Lactobacillales
WP_015646719.1	A0A0Z8FWL4	A0A0Z8FWL4_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdB ERS132444_01145	Streptococcus suis	Lactobacillales
WP_004299066.1	A0A0M9FGR4	A0A0M9FGR4_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdB nrdF CVO91_04075 DF184_06775 EI993_05880 ERS132370_00570 ERS132372_00122 ERS132374_00212 ERS132385_00131 ERS132392_01072 ERS132393_01285 ERS132394_00075 ERS132399_01141 ERS132400_02194 ERS132402_01111 ERS132411_00844 ERS132414_00362 ERS132421_01511 ERS132431_00202 ERS132437_01048 ERS132452_01459 ERS132461_00896 ERS132531_00580 ERS132539_00071 XK27_07070	Streptococcus suis	Lactobacillales
WP_004299066.1	G7SDX0	G7SDX0_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdF SSUD12_0727	Streptococcus suis D12	Lactobacillales
WP_029184995.1	A0A345S2K8	A0A345S2K8_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	DP112_06900	Streptococcus suis	Lactobacillales
WP_044692798.1	A0A116S028	A0A116S028_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdB ERS132535_01475	Streptococcus suis	Lactobacillales
WP_014735726.1	G7SNM3	G7SNM3_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdF SSUST1_0752	Streptococcus suis ST1	Lactobacillales
WP_044773745.1	A0A123T4L9	A0A123T4L9_STRSU	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdB ERS132416_00971	Streptococcus suis	Lactobacillales
WP_010751807.1	R2Q079	R2Q079_9ENTE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	UAO_01893	Enterococcus villorum ATCC 700913	Lactobacillales
WP_021144364.1	A0A1S1DEM6	A0A1S1DEM6_9STRE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF2637_08685	Streptococcus sp. HMSC065H07	Lactobacillales
WP_021144364.1	T0U424	T0U424_9STRE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HSISS1_1802	Streptococcus sp. HSISS1	Lactobacillales
WP_066913727.1	A0A139NLI6	A0A139NLI6_9STRE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	STRDD12_00013	Streptococcus sp. DD12	Lactobacillales
WP_013990782.1	A0A0F3HCL6	A0A0F3HCL6_STRSL	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdE2 nrdE CKU37_03850 CYK22_04965 D8867_03665 DWV94_04740 DWY30_03105 DWZ07_02190 EAI94_08565 V471_08890	Streptococcus salivarius	Lactobacillales
WP_013990782.1	A0A0Y1U740	A0A0Y1U740_STREE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA ERS409293_00007	Streptococcus pneumoniae	Lactobacillales
WP_013990782.1	A0A1F1N5Z5	A0A1F1N5Z5_9STRE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF2877_01185	Streptococcus sp. HMSC072D03	Lactobacillales
WP_013990782.1	A0A1F2HFI9	A0A1F2HFI9_9STRE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	HMPREF3112_07320	Streptococcus sp. HMSC10E12	Lactobacillales
WP_013990782.1	F8LJP9	F8LJP9_STREH	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdE SALIVB_1290	Streptococcus salivarius (strain CCHSS3)	Lactobacillales
WP_013990782.1	W3XZ27	W3XZ27_9STRE	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdE HMPREF1519_1047	Streptococcus sp. SR4	Lactobacillales
WP_015224195.1	K9Y818	K9Y818_HALP7	Transposase, IS605 OrfB family	PCC7418_0068 PCC7418_0871	Halothece sp. (strain PCC 7418) (Synechococcus sp. (strain PCC 7418))	Chroococcales
WP_015224923.1	K9Y9F0	K9Y9F0_HALP7	Transposase, IS605 OrfB family	PCC7418_0830	Halothece sp. (strain PCC 7418) (Synechococcus sp. (strain PCC 7418))	Chroococcales
WP_073601781.1	A0A1U7H6Q7	A0A1U7H6Q7_9CYAN	Transposase	NIES593_22970	Hydrococcus rivularis NIES-593	Pleurocapsales
WP_071793558.1	A0A1L8MQ15	A0A1L8MQ15_9STRE	Uncharacterized protein	A9Q68_04775	Streptococcus bovimastitidis	Lactobacillales
WP_015057361.1	K4Q7H5	K4Q7H5_STREQ	Membrane protein	SDSE_0489	Streptococcus dysgalactiae subsp. equisimilis AC-2713	Lactobacillales
WP_003608523.1	H1X7K8	H1X7K8_WEICO	Transposase, IS605 family protein	is2 WEISSC39_05390	Weissella confusa LBAE C39-2	Lactobacillales
WP_014570023.1	A0A1Y0DYU6	A0A1Y0DYU6_LACRH	Transposase	CCE29_10565	Lactobacillus rhamnosus	Lactobacillales
WP_005717223.1	K8QE74	K8QE74_LACRH	Transposase	LRHMDP2_2704	Lactobacillus rhamnosus LRHMDP2	Lactobacillales
WP_005686169.1	A0A249N489	A0A249N489_LACRH	Uncharacterized protein	N507_1040	Lactobacillus rhamnosus DSM 14870	Lactobacillales
WP_047676429.1	A0A249DG27	A0A249DG27_LACRH	Transposase	BGK71_10410	Lactobacillus rhamnosus	Lactobacillales
WP_047677366.1	A0A249DF99	A0A249DF99_LACRH	Transposase	BGK71_10570	Lactobacillus rhamnosus	Lactobacillales
WP_005686359.1	A0A249N7F4	A0A249N7F4_LACRH	Uncharacterized protein	N507_2251	Lactobacillus rhamnosus DSM 14870	Lactobacillales
WP_046324521.1	A0A0F4LHK8	A0A0F4LHK8_9LACO	Inosine-5-monophosphate dehydrogenase	JF74_05540	Lactobacillus melliventris	Lactobacillales
WP_003696443.1	F7R2S5	F7R2S5_9LACO	N terminal domain family resolvase	LRU_02024	Lactobacillus ruminis SPM0211	Lactobacillales
WP_046921246.1	A0A0G8G7W0	A0A0G8G7W0_9LACO	N terminal domain family resolvase	LRP_1064	Lactobacillus ruminis	Lactobacillales
WP_023860196.1	V7HWK3	V7HWK3_9LACO	Inosine-5'-monophosphate dehydrogenase	LEQ_1175c	Lactobacillus equi DPC 6820	Lactobacillales
WP_013085994.1	A0A226USU3	A0A226USU3_9LACO	Resolvase	AYP98_09025 AYQ00_09955 AYQ01_06120	Lactobacillus crispatus	Lactobacillales
WP_013085994.1	D5H201	D5H201_LACCS	Resolvase, N terminal domain family protein	LCRIS_00589	Lactobacillus crispatus (strain ST1)	Lactobacillales
YP_007002170.1	I6P9P0	I6P9P0_9CAUD	Putative ATPase-like protein	GH15_047	Staphylococcus phage GH15	Caudovirales
YP_009195869.1	A0A0D3MVQ0	A0A0D3MVQ0_9CAUD	AAA family ATPase		Staphylococcus phage phiIPLA-RODI	Caudovirales
YP_009099502.1	A0A076YR74	A0A076YR74_9CAUD	AAA family ATPase	P108_0165	Staphylococcus phage P108	Caudovirales
YP_009097971.1	A0A076G3V0	A0A076G3V0_9CAUD	AAA_5 domain-containing protein		Staphylococcus phage MCE-2014	Caudovirales
YP_008854000.1	V5XXR8	V5XXR8_BPS24	AAA_5 domain-containing protein		Staphylococcus phage S25-4	Caudovirales
YP_009006699.1	W0TUT5	W0TUT5_9CAUD	AAA family ATPase		Staphylococcus phage phiSA12	Caudovirales
YP_007112820.1	K7QNH8	K7QNH8_9CAUD	AAA family ATPase		Staphylococcus phage JD007	Caudovirales
YP_009224458.1	A0A0U1WYU7	A0A0U1WYU7_9CAUD	AAA family ATPase	812_048 812a_048 812F1_048 K1/420_048 K1_048	Staphylococcus phage 812	Caudovirales
WP_001045283.1	I2J8D9	I2J8D9_9STRE	Uncharacterized protein	HMPREF1117_0094	Streptococcus sp. SK643	Lactobacillales
WP_060627979.1	A0A0M3SK50	A0A0M3SK50_STRMT	Uncharacterized protein	B7692_03865 RN80_05315	Streptococcus mitis	Lactobacillales
WP_045607147.1	A0A0F2DQY7	A0A0F2DQY7_STRMT	Uncharacterized protein	TZ93_01760	Streptococcus mitis	Lactobacillales
WP_000756234.1	D3H9Q9	D3H9Q9_STRM6	Uncharacterized protein	smi_1362	Streptococcus mitis (strain B6)	Lactobacillales
WP_000721421.1	I0Q199	I0Q199_STROR	Uncharacterized protein	HMPREF1115_0817	Streptococcus oralis SK610	Lactobacillales
WP_033687162.1	A0A081PZJ8	A0A081PZJ8_STRMT	Uncharacterized protein	TZ91_00951	Streptococcus mitis	Lactobacillales
WP_016465615.1	S3AYJ9	S3AYJ9_9STRE	Uncharacterized protein	HMPREF1481_00211	Streptococcus sp. HPH0090	Lactobacillales
WP_000721414.1	E6KLH0	E6KLH0_STROR	Uncharacterized protein	HMPREF8578_1185	Streptococcus oralis ATCC 49296	Lactobacillales
WP_061414720.1	A0A139NZ52	A0A139NZ52_STROR	Uncharacterized protein	SORDD15_00826	Streptococcus oralis	Lactobacillales
WP_000721422.1	A0A139Q1Y1	A0A139Q1Y1_STROR	Uncharacterized protein	CO686_06005 D8844_00680 D8857_00880 D8858_05550 D8860_07275 D8864_02705 SORDD20_00249	Streptococcus oralis	Lactobacillales
WP_000721422.1	A0A1E9G533	A0A1E9G533_9STRE	Uncharacterized protein	HMPREF2766_07345	Streptococcus sp. HMSC076C08	Lactobacillales
WP_000721422.1	A0A1F1EQV2	A0A1F1EQV2_9STRE	Uncharacterized protein	HMPREF2885_02885	Streptococcus sp. HMSC062H02	Lactobacillales
WP_000721422.1	A0A1S1DH60	A0A1S1DH60_9STRE	Uncharacterized protein	HMPREF2655_06200	Streptococcus sp. HMSC066F01	Lactobacillales
WP_000721422.1	A0A1X1HV21	A0A1X1HV21_STROR	Uncharacterized protein	B7710_03475 B7714_07325 B7715_02835 B7716_08315 B7722_08245	Streptococcus oralis subsp. oralis	Lactobacillales
WP_000721422.1	A0A2I1UNN5	A0A2I1UNN5_STROR	Uncharacterized protein	CYK17_04350	Streptococcus oralis subsp. dentisani	Lactobacillales
WP_000721422.1	A0A2J9EUX4	A0A2J9EUX4_9STRE	Uncharacterized protein	A6J84_004525	Streptococcus sp. FDAARGOS_256	Lactobacillales
WP_000721422.1	A0A3R9K2F5	A0A3R9K2F5_9STRE	Uncharacterized protein	D8895_01880	Streptococcus sp. BCA20	Lactobacillales
WP_000721422.1	E9FG15	E9FG15_9STRE	Uncharacterized protein	HMPREF0849_00290	Streptococcus sp. C300	Lactobacillales
WP_000721422.1	F2QEA0	F2QEA0_STROU	Uncharacterized protein	SOR_1313	Streptococcus oralis (strain Uo5)	Lactobacillales
WP_000721422.1	I0Q7L0	I0Q7L0_STROR	Uncharacterized protein	HMPREF1114_0386	Streptococcus oralis SK100	Lactobacillales
WP_049502894.1	A0A1F0BJ50	A0A1F0BJ50_9STRE	LytR family transcriptional regulator	HMPREF2619_03060	Streptococcus sp. HMSC074B11	Lactobacillales
WP_000592173.1	A0A1X1G5X9	A0A1X1G5X9_STROR	LytR family transcriptional regulator	ATE34_01735 B7726_07845 B7727_07935 B7728_09395	Streptococcus oralis subsp. tigurinus	Lactobacillales
WP_000592173.1	X8K5Z5	X8K5Z5_9STRE	Biofilm regulatory protein A	brpA HMPREF1518_1184	Streptococcus sp. SR1	Lactobacillales
WP_000592172.1	J4K9K1	J4K9K1_STROR	Biofilm regulatory protein A	brpA HMPREF1125_1728	Streptococcus oralis SK304	Lactobacillales
WP_075230571.1	A0A1E8U003	A0A1E8U003_9STRE	LytR family transcriptional regulator	HMPREF2837_01915	Streptococcus sp. HMSC071D03	Lactobacillales
WP_071851785.1	A0A1L8Q3N6	A0A1L8Q3N6_STROR	LytR family transcriptional regulator	BBP19_04765	Streptococcus oralis	Lactobacillales
WP_007520743.1	S9SY61	S9SY61_STROR	LytR family transcriptional regulator	L698_02315	Streptococcus oralis subsp. tigurinus 2426	Lactobacillales
WP_049505416.1	A0A139Q552	A0A139Q552_STROR	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2	SORDD30_01280	Streptococcus oralis	Lactobacillales
WP_004164374.1	C2KKX0	C2KKX0_LEUMC	Penicillin-binding protein, 1A family	HMPREF0555_1286	Leuconostoc mesenteroides subsp. cremoris ATCC 19254	Lactobacillales
WP_011679458.1	A0A378M786	A0A378M786_LEUME	Penicillin-binding protein 1A	ponA_1 NCTC12954_00670	Leuconostoc mesenteroides	Lactobacillales
WP_011679458.1	Q03YF9	Q03YF9_LEUMM	Membrane carboxypeptidase (Penicillin-binding protein)	LEUM_0651	Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / NCDO 523)	Lactobacillales
WP_003074645.1	A0A0E2ITN5	A0A0E2ITN5_STRIT	Formate acetyltransferase	HMPREF1654_00746	Streptococcus intermedius SK54 = ATCC 27335	Lactobacillales
WP_003074645.1	A0A1L7MSV1	A0A1L7MSV1_STRIT	Formate acetyltransferase (EC 2.3.1.54)	pflB D8829_05405 D8831_05845	Streptococcus intermedius	Lactobacillales
WP_003074645.1	T1ZD63	T1ZD63_STRIT	Formate C-acetyltransferase (EC 2.3.1.54)	pfl SIR_0247	Streptococcus intermedius B196	Lactobacillales
WP_061411686.1	A0A139N4F8	A0A139N4F8_STRGN	Pyruvate formate-lyase (EC 2.3.1.54)	SGODD07_01408	Streptococcus gordonii	Lactobacillales
WP_009754851.1	F9HG55	F9HG55_9STRE	Formate C-acetyltransferase (EC 2.3.1.54)	pflB HMPREF9182_1581	Streptococcus sp. oral taxon 056 str. F0418	Lactobacillales
WP_045505398.1	A0A0F2CCN9	A0A0F2CCN9_STRGN	Formate acetyltransferase (EC 2.3.1.54)	pfl TZ86_01814	Streptococcus gordonii	Lactobacillales
WP_008808265.1	D0RSI3	D0RSI3_9STRE	Formate acetyltransferase	HMPREF0847_00254	Streptococcus sp. 2_1_36FAA	Lactobacillales
WP_053794214.1	A0A0M5KGZ4	A0A0M5KGZ4_STRGN	Formate acetyltransferase	RN86_01800	Streptococcus gordonii	Lactobacillales
WP_011999778.1	A0A1E9DRE8	A0A1E9DRE8_9STRE	Formate acetyltransferase	HMPREF2780_03410	Streptococcus sp. HMSC062B01	Lactobacillales
WP_011999778.1	A0A1V0H0N0	A0A1V0H0N0_STRGN	Formate C-acetyltransferase (Formate acetyltransferase) (EC 2.3.1.54)	pflB A6J85_02640 D8810_04185 D8817_03605 D8821_01225	Streptococcus gordonii	Lactobacillales
WP_011999778.1	A8AUV6	A8AUV6_STRGC	Formate acetyltransferase (EC 2.3.1.54)	pfl SGO_0247	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	Lactobacillales
WP_045772739.1	A0A0F3HUX4	A0A0F3HUX4_STRGN	Formate acetyltransferase (EC 2.3.1.54)	pfl UA00_00265	Streptococcus gordonii	Lactobacillales
WP_013904174.1	F8DJN7	F8DJN7_STREP	Formate C-acetyltransferase (EC 2.3.1.54)	pflB HMPREF0833_11223	Streptococcus parasanguinis (strain ATCC 15912 / DSM 6778 / CIP 104372 / LMG 14537)	Lactobacillales
WP_002918174.1	F2CG43	F2CG43_STRSA	Formate acetyltransferase (EC 2.3.1.5)	pfl HMPREF9391_1620	Streptococcus sanguinis SK408	Lactobacillales
WP_002918174.1	F3SJY1	F3SJY1_STRSA	Formate acetyltransferase (EC 2.3.1.5)	pfl HMPREF9397_1453	Streptococcus sanguinis SK1087	Lactobacillales
WP_002903743.1	F0HZ68	F0HZ68_STRSA	Formate acetyltransferase (EC 2.3.1.5)	pfl HMPREF9381_0208	Streptococcus sanguinis SK72	Lactobacillales
WP_012797703.1	C7N377	C7N377_SLAHD	tRNA nucleotidyltransferase/poly(A) polymerase	Shel_05390	Slackia heliotrinireducens (strain ATCC 29202 / DSM 20476 / NCTC 11029 / RHS 1) (Peptococcus heliotrinreducens)	Eggerthellales
WP_021681834.1	A0A374VP42	A0A374VP42_9FIRM	tRNA nucleotidyltransferase	DXB92_11105	Ruminococcus sp. OM06-36AC	Clostridiales
WP_021681834.1	U2K3E6	U2K3E6_9FIRM	Putative multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase	RUMCAL_03505	Ruminococcus callidus ATCC 27760	Clostridiales
WP_066561336.1	A0A176U5A5	A0A176U5A5_9FIRM	tRNA nucleotidyltransferase/poly(A) polymerase family protein	HMPREF2738_02008	Clostridiales bacterium KLE1615	Clostridiales
WP_037301687.1	W7UKU2	W7UKU2_RUMFL	Uncharacterized protein	RF007C_02035	Ruminococcus flavefaciens 007c	Clostridiales
WP_052268939.1	A0A0B5ATA8	A0A0B5ATA8_9BACL	Putative multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase (EC 2.7.7.72)	JMA_41330	Jeotgalibacillus malaysiensis	Bacillales
WP_018371976.1	A0A380KX72	A0A380KX72_9STRE	Stomatin/prohibitin-like membrane protease subunits	qmcA NCTC13765_01038	Streptococcus massiliensis	Lactobacillales
WP_024389694.1	A0A0Z8KZ66	A0A0Z8KZ66_STRSU	Membrane protease subunit (SPFH domain-containing protein)	qmcA DP112_09105 ERS132452_00840	Streptococcus suis	Lactobacillales
WP_075098783.1	A0A1Q8EEN4	A0A1Q8EEN4_STRAI	SPFH domain-containing protein (SPFH domain-containing protein/band 7 family protein)	qmcA BU200_03165 NCTC12957_00810	Streptococcus acidominimus	Lactobacillales
WP_002937414.1	A0A075SG31	A0A075SG31_STRSU	Protease	ID09_09635	Streptococcus suis 6407	Lactobacillales
WP_002937414.1	A0A0N0DMZ7	A0A0N0DMZ7_STRSU	Membrane protease subunit (Protease)	qmcA APQ97_01895 ERS132427_00903 ERS132457_01293 ERS132458_01012 ERS132536_00388 XK26_05255	Streptococcus suis	Lactobacillales
WP_002937414.1	G7SN85	G7SN85_STRSU	Band 7 protein	SSUST1_1770	Streptococcus suis ST1	Lactobacillales
WP_002942264.1	A0A0K2E896	A0A0K2E896_STRSU	Membrane protease subunit (Protease) (SPFH domain-containing protein)	qmcA A6M16_08900 BKM67_08985 CVO91_10900 CWI26_10255 CWM22_11430 DF184_08885 E8M06_09265 EI219_07435 EI220_10035 EI993_05380 EI999_06620 EJA00_02110 ERS132355_01142 ERS132370_00202 ERS132372_00737 ERS132374_02007 ERS132385_00859 ERS132392_00304 ERS132393_00873 ERS132394_01337 ERS132398_01746 ERS132399_01463 ERS132400_00777 ERS132402_00417 ERS132406_00671 ERS132411_01056 ERS132414_01383 ERS132415_01141 ERS132416_01016 ERS132417_01287 ERS132421_01706 ERS132426_00225 ERS132431_01581 ERS132437_00323 ERS132441_01718 ERS132442_01068 ERS132444_01524 ERS132454_01487 ERS132461_00348 ERS132502_00744 ERS132531_00719 ERS132535_02049 ERS132551_00577 WQ51_00565	Streptococcus suis	Lactobacillales
WP_002942264.1	G7SIF7	G7SIF7_STRSU	Membrane protease subunit	SSUD12_1857	Streptococcus suis D12	Lactobacillales
WP_002942264.1	U5UH31	U5UH31_STRSU	Membrane protease subunit	T15_1943	Streptococcus suis T15	Lactobacillales
WP_012027774.1	A0A0H3N1M3	A0A0H3N1M3_STRS4	Putative membrane protein	SSUBM407_1750	Streptococcus suis (strain BM407)	Lactobacillales
WP_012027774.1	A0A0Z8XV72	A0A0Z8XV72_STRSU	Membrane protease subunit	qmcA ERS132410_00604 ERS132462_00227	Streptococcus suis	Lactobacillales
WP_012027774.1	D5AJY9	D5AJY9_STRGZ	Membrane protease subunit	SSGZ1_1698	Streptococcus suis (strain GZ1)	Lactobacillales
WP_045500701.1	A0A0F2CK78	A0A0F2CK78_STRCR	Modulator of FtsH protease HflK	hflK TW70_01772	Streptococcus cristatus	Lactobacillales
WP_067194056.1	A0A139NCT1	A0A139NCT1_9STRE	Putative stomatin/prohibitin-family membrane protease subunit YbbK	STRDD10_01327	Streptococcus sp. DD10	Lactobacillales
WP_066131242.1	A0A133ZHT9	A0A133ZHT9_9BACL	HAD hydrolase, family IB	HMPREF1871_01263	Gemella asaccharolytica	Bacillales
WP_072888285.1	A0A1M6NES3	A0A1M6NES3_9FIRM	HAD-superfamily subfamily IB hydrolase, TIGR01490	SAMN02744037_01246	Tepidibacter formicigenes DSM 15518	Clostridiales
WP_007285721.1	B0A7K0	B0A7K0_9FIRM	HAD-superfamily subfamily IB hydrolase, TIGR01490	SAMN02745147_2582	Intestinibacter bartlettii DSM 16795	Clostridiales
WP_072725831.1	A0A1M5SRU5	A0A1M5SRU5_9FIRM	HAD-superfamily subfamily IB hydrolase, TIGR01490	SAMN02744040_01880	Tepidibacter thalassicus DSM 15285	Clostridiales
WP_054268909.1	A0A0N1P9Y0	A0A0N1P9Y0_CLODI	Haloacid dehalogenase-like hydrolase	CDFC105_60397	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_021382860.1	T3DPY4	T3DPY4_CLODI	HAD phosphoserine phosphatase-like hydrolase, IB family protein	QEW_0481	Clostridioides difficile CD160	Clostridiales
WP_048802459.1	A0A2N6S438	A0A2N6S438_9STRE	Pyridoxal phosphatase	CJ217_08030	Streptococcus sp. UMB1385	Lactobacillales
WP_054272316.1	A0A0N1I067	A0A0N1I067_CLODI	Haloacid dehalogenase	IM33_01310	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_060913506.1	A0A134A641	A0A134A641_9BACL	HAD hydrolase, family IB	HMPREF3186_00204	Gemella haemolysans	Bacillales
WP_004633205.1	E5V3J3	E5V3J3_9BACL	HAD-superfamily subfamily IB hydrolase	HMPREF0432_00931	Gemella morbillorum M424	Bacillales
WP_003421079.1	A0A031WC02	A0A031WC02_CLODI	ACT domain-containing protein (HAD-superfamily subfamily IB hydrolase) (Haloacid dehalogenase) (Hydrolase, HAD superfamily, subfamily IB) (Putative hydrolase, HAD superfamily, subfamily IB) (EC 3.1.3.-)	serB BGU81_12850 BN1095_210232 BN1096_170024 BN1097_150021 SAMEA3374989_00005 SAMEA708418_02550 SAMEA897066_04928	Clostridioides difficile (Peptoclostridium difficile)	Clostridiales
WP_003421079.1	A0A0H3MYV4	A0A0H3MYV4_PEPDC	Putative phosphoserine phosphatase	CD196_0327	Peptoclostridium difficile (strain CD196) (Clostridium difficile)	Clostridiales
WP_003421079.1	A0A125V2G7	A0A125V2G7_CLODI	Phosphoserine phosphatase	CDIF1296T_00535	Clostridioides difficile ATCC 9689 = DSM 1296	Clostridiales
WP_003421079.1	A0A1F2DC60	A0A1F2DC60_9CLOT	Haloacid dehalogenase	HMPREF3074_05255	Clostridium sp. HMSC19B10	Clostridiales
WP_003421079.1	D5Q9L9	D5Q9L9_CLODI	HAD hydrolase, family IB	HMPREF0220_3603	Clostridioides difficile NAP08	Clostridiales
WP_003421079.1	Q18D48	Q18D48_PEPD6	Putative hydrolase, HAD superfamily, subfamily IB (EC 3.1.3.-)	CD630_03090	Peptoclostridium difficile (strain 630) (Clostridium difficile)	Clostridiales
WP_049554162.1	A0A1W5ZG70	A0A1W5ZG70_STRSL	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD D8867_03145 V471_09710	Streptococcus salivarius	Lactobacillales
